condition,substance,E_pixel,thi_share_pct,total_uM
DQ150-TB50-TH0,TBZ,1.5867,0.0,200.0
DQ150-TB50-TH0,TBZ,1.5121,0.0,200.0
DQ150-TB50-TH0,TBZ,1.6219,0.0,200.0
DQ150-TB50-TH0,TBZ,1.861,0.0,200.0
DQ150-TB50-TH0,TBZ,1.9529,0.0,200.0
DQ150-TB50-TH0,TBZ,1.6808,0.0,200.0
DQ150-TB50-TH0,TBZ,1.7338,0.0,200.0
DQ150-TB50-TH0,TBZ,1.6773,0.0,200.0
DQ150-TB50-TH0,TBZ,1.6154,0.0,200.0
DQ150-TB50-TH0,TBZ,1.678,0.0,200.0
DQ150-TB50-TH0,TBZ,1.549,0.0,200.0
DQ150-TB50-TH0,TBZ,1.4593,0.0,200.0
DQ150-TB50-TH0,TBZ,1.3388,0.0,200.0
DQ150-TB50-TH0,TBZ,1.4358,0.0,200.0
DQ150-TB50-TH0,TBZ,1.4563,0.0,200.0
DQ150-TB50-TH0,TBZ,1.6113,0.0,200.0
DQ150-TB50-TH0,TBZ,1.4785,0.0,200.0
DQ150-TB50-TH0,TBZ,1.3681,0.0,200.0
DQ150-TB50-TH0,TBZ,1.3193,0.0,200.0
DQ150-TB50-TH0,TBZ,1.3144,0.0,200.0
DQ150-TB50-TH0,TBZ,1.2513,0.0,200.0
DQ150-TB50-TH0,TBZ,1.236,0.0,200.0
DQ150-TB50-TH0,TBZ,1.2141,0.0,200.0
DQ150-TB50-TH0,TBZ,1.3327,0.0,200.0
DQ150-TB50-TH0,TBZ,1.2314,0.0,200.0
DQ150-TB50-TH0,TBZ,1.4239,0.0,200.0
DQ150-TB50-TH0,TBZ,1.2959,0.0,200.0
DQ150-TB50-TH0,TBZ,1.4679,0.0,200.0
DQ150-TB50-TH0,TBZ,1.52,0.0,200.0
DQ150-TB50-TH0,TBZ,1.3284,0.0,200.0
DQ150-TB50-TH0,TBZ,1.5023,0.0,200.0
DQ150-TB50-TH0,TBZ,1.4084,0.0,200.0
DQ150-TB50-TH0,TBZ,1.5222,0.0,200.0
DQ150-TB50-TH0,TBZ,1.6463,0.0,200.0
DQ150-TB50-TH0,TBZ,1.6964,0.0,200.0
DQ150-TB50-TH0,TBZ,1.7325,0.0,200.0
DQ150-TB50-TH0,TBZ,1.7159,0.0,200.0
DQ150-TB50-TH0,TBZ,1.7562,0.0,200.0
DQ150-TB50-TH0,TBZ,1.7678,0.0,200.0
DQ150-TB50-TH0,TBZ,1.7989,0.0,200.0
DQ150-TB50-TH0,TBZ,1.8015,0.0,200.0
DQ150-TB50-TH0,TBZ,1.8243,0.0,200.0
DQ333-TB33-TH333,DQ,0.0001,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0011,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0085,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0001,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0015,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0085,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0024,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0075,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0051,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0044,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0035,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0092,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0043,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0023,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0091,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0033,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0019,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0069,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0126,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0017,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0011,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0165,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0134,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0015,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0026,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0066,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.002,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0053,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0009,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0025,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0005,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0038,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0016,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.006,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.006,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0009,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0007,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.002,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0102,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0085,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0179,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.005,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0093,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0062,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0073,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0067,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0036,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0035,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0175,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0124,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0116,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0158,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0107,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.011,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0091,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0058,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0104,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0075,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0168,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0134,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0075,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0101,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0049,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0087,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0044,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0083,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0092,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0156,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0106,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0105,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0135,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0124,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0095,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0082,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0169,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0117,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0024,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0103,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0105,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0178,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0129,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.009,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0159,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0014,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.008,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0059,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0063,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0087,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0021,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0038,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0058,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0002,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0014,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0044,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0008,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0042,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.002,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0054,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0075,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0063,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0033,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0112,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0027,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0138,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0224,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0092,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0006,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0092,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0027,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0228,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0047,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.007,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0277,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0021,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0081,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0115,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.016,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0048,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0032,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0172,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0127,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0074,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0126,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0059,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0107,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0004,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0043,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0113,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0069,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0044,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0034,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0135,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0011,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0084,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0111,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0058,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0069,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0064,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0162,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0143,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0131,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0072,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0017,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0151,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0027,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0004,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0045,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0045,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0028,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0087,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0086,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0014,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0141,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0073,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0207,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.1361,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0095,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.009,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0166,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0115,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0179,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0232,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0044,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0129,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0046,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0117,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0105,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0045,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0155,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0118,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0103,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0173,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.011,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0029,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0223,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0208,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0097,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0008,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.01,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0025,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0055,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0012,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.007,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0106,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0088,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0181,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0147,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0075,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0146,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0118,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.007,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0004,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0162,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0019,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0061,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0107,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0052,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0113,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0092,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0059,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0117,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0045,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0011,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.02,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0048,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0194,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0166,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0199,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0069,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0178,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0042,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0442,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0178,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0142,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0152,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0135,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0039,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.013,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0056,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0033,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0086,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0068,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0138,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0012,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0139,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0065,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0111,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0104,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0158,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.017,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0026,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0034,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0171,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0002,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0128,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0106,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0136,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0175,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0098,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.013,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0118,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0082,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0108,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0183,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0084,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0158,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0063,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0035,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0172,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0159,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0122,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0083,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0096,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0071,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.008,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0123,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0069,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.004,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0135,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0084,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0026,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0048,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0068,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.017,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0073,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0065,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0023,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0077,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0162,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0171,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0183,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.003,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0004,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0084,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.018,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0078,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0252,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0063,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0127,47.64,698.9999999999999
DQ333-TB33-TH333,DQ,0.0252,47.64,698.9999999999999
