DQ_pct_X,TBZ_pct_Y,THI_pct_Z,accuracy_mlp_Z2
78,14,8,0.3419
78,16,6,0.3497
78,18,4,0.3679
78,20,2,0.3976
78,22,0,0.4351
80,0,20,0.4103
80,2,18,0.3749
80,4,16,0.3553
80,6,14,0.344
80,8,12,0.3335
80,10,10,0.3218
80,12,8,0.3108
80,14,6,0.3044
80,16,4,0.3068
80,18,2,0.3222
80,20,0,0.352
82,0,18,0.3795
82,2,16,0.3565
82,4,14,0.3481
82,6,12,0.3374
82,8,10,0.3203
82,10,8,0.2989
82,12,6,0.2783
82,14,4,0.264
82,16,2,0.2611
82,18,0,0.2764
84,0,16,0.3812
84,2,14,0.3727
84,4,12,0.3628
84,6,10,0.3415
84,8,8,0.3103
84,10,6,0.2756
84,12,4,0.2452
84,14,2,0.2255
84,16,0,0.2222
86,0,14,0.424
86,2,12,0.4123
86,4,10,0.3875
86,6,8,0.3468
86,8,6,0.2979
86,10,4,0.2507
86,12,2,0.2148
86,14,0,0.1971
88,0,12,0.4794
88,2,10,0.4553
88,4,8,0.407
88,6,6,0.3444
88,8,4,0.2801
88,10,2,0.2256
88,12,0,0.1921
90,0,10,0.5297
90,2,8,0.4814
90,4,6,0.4091
90,6,4,0.3312
90,8,2,0.2589
90,10,0,0.2057
92,0,8,0.5456
92,2,6,0.4766
92,4,4,0.3948
92,6,2,0.3137
92,8,0,0.2447
94,0,6,0.5291
94,2,4,0.4557
94,4,2,0.3758
94,6,0,0.3018
96,0,4,0.5046
96,2,2,0.433
96,4,0,0.3608
98,0,2,0.4806
98,2,0,0.4144
100,0,0,0.4604
