DQ_pct_X,TBZ_pct_Y,THI_pct_Z,Z2,density
5,18,77,0.7053,0.2267
5,19,76,0.7019,0.2411
5,20,75,0.6985,0.2555
5,21,74,0.6951,0.2698
5,22,73,0.6917,0.2840
5,23,72,0.6884,0.2980
5,24,71,0.6851,0.3116
5,25,70,0.6818,0.3249
5,26,69,0.6786,0.3377
5,27,68,0.6755,0.3499
5,28,67,0.6724,0.3616
5,29,66,0.6695,0.3726
5,30,65,0.6666,0.3829
5,31,64,0.6639,0.3923
5,32,63,0.6613,0.4010
5,33,62,0.6587,0.4089
5,34,61,0.6564,0.4158
5,35,60,0.6541,0.4219
5,36,59,0.6519,0.4270
5,37,58,0.6499,0.4312
5,38,57,0.6480,0.4346
5,39,56,0.6462,0.4370
5,40,55,0.6445,0.4385
5,41,54,0.6429,0.4392
5,42,53,0.6414,0.4390
5,43,52,0.6399,0.4381
5,44,51,0.6384,0.4364
5,45,50,0.6370,0.4340
5,46,49,0.6355,0.4309
5,47,48,0.6340,0.4272
5,48,47,0.6323,0.4229
5,49,46,0.6306,0.4182
5,50,45,0.6287,0.4131
5,51,44,0.6267,0.4075
5,52,43,0.6244,0.4017
5,53,42,0.6218,0.3957
5,54,41,0.6189,0.3894
5,55,40,0.6157,0.3831
5,56,39,0.6122,0.3766
5,57,38,0.6082,0.3701
5,58,37,0.6038,0.3637
5,59,36,0.5989,0.3572
5,60,35,0.5936,0.3509
5,61,34,0.5878,0.3446
5,62,33,0.5815,0.3384
5,63,32,0.5748,0.3323
5,64,31,0.5675,0.3263
5,65,30,0.5599,0.3203
5,66,29,0.5517,0.3145
5,67,28,0.5432,0.3086
5,68,27,0.5343,0.3028
5,69,26,0.5251,0.2969
5,70,25,0.5155,0.2910
5,71,24,0.5057,0.2849
5,72,23,0.4956,0.2788
5,73,22,0.4853,0.2724
5,74,21,0.4748,0.2659
5,75,20,0.4643,0.2592
5,76,19,0.4536,0.2522
5,77,18,0.4428,0.2450
5,78,17,0.4320,0.2375
5,79,16,0.4212,0.2297
5,80,15,0.4103,0.2217
5,81,14,0.3995,0.2135
5,82,13,0.3888,0.2050
5,83,12,0.3781,0.1963
5,84,11,0.3674,0.1875
5,85,10,0.3569,0.1785
5,86,9,0.3465,0.1694
5,87,8,0.3362,0.1602
5,88,7,0.3260,0.1511
5,89,6,0.3159,0.1419
