method,subset,n_maps,n_present,recovery_mean_pct,recovery_median_pct,recovery_q1_pct,recovery_q3_pct,median_abs_recovery_error_pct,mean_abs_recovery_error_pct,within_80_120_pct,within_70_130_pct,within_1_5x_pct,mae_uM,euclidean_mean_uM,false_positive_mean_uM,pearson_r,spearman_r,r2_linear,ccc
pie_partition_above_intercept__competition_ridge,binary,21,42,52.5508508473641,30.232617212616,10.775200249347249,54.86071027796883,78.72324377581937,72.7231224626683,7.142857142857142,9.523809523809524,9.523809523809524,172.18443682778366,290.6127274341867,26.186370024533765,0.34794384149019897,0.30772678149707466,-0.5774335263622452,0.17107320117642286
pie_partition_above_intercept__competition_ridge,ternary,68,204,193.20931131363884,134.96344324375724,85.27861884430175,220.14266383411388,56.288015704270904,116.20877032616774,19.607843137254903,33.33333333333333,40.19607843137255,18.30660327824389,39.46086870364178,0.0,0.6100069347317167,0.5764702557055571,0.24070573175211785,0.4697296774170116
pie_partition_above_intercept__competition_ridge,high_absolute,25,54,53.00642948819124,26.513115839103286,10.775200249347249,82.0507913757308,78.72324377581937,70.65219711047828,11.11111111111111,12.962962962962962,12.962962962962962,170.28588440343952,301.41182547952775,26.186370024533765,0.3519092850102945,0.313409183699703,-0.6888582670158498,0.17609018159789452
pie_partition_raw_signal__competition_ridge,all89,89,246,168.22027918641922,117.63499532556754,68.62191693983274,202.2533707160244,62.50917537228574,107.84915728125145,17.88617886178862,29.67479674796748,34.959349593495936,44.434399261630844,98.32877684921836,26.155777662548676,0.6382563821342969,0.6140422701526155,0.19582553806804215,0.39619251734635536
pie_partition_raw_signal__competition_ridge,low_grid64,64,192,200.16855698950948,139.0954394654774,89.77361875995939,225.2055467715728,56.898555479747145,118.3089972180306,19.270833333333336,34.375,40.625,9.378839909345201,20.0543516339076,0.0,0.5005956349824954,0.5522101935393727,-11.298817105558214,0.1507941886013462
pie_partition_raw_signal__competition_ridge,max100,64,192,200.16855698950948,139.0954394654774,89.77361875995939,225.2055467715728,56.898555479747145,118.3089972180306,19.270833333333336,34.375,40.625,9.378839909345201,20.0543516339076,0.0,0.5005956349824954,0.5522101935393727,-11.298817105558214,0.1507941886013462
pie_partition_raw_signal__competition_ridge,binary,21,42,54.11319408289937,29.627761776821117,10.884485722498946,56.8741558951796,77.02915471135849,72.41056622987064,9.523809523809524,9.523809523809524,11.904761904761903,170.8399326833719,287.4473261182868,26.155777662548676,0.35723038188203804,0.3211062067795562,-0.5499908003298872,0.18593362165312827
pie_partition_raw_signal__competition_ridge,ternary,68,204,191.71291435479097,133.42182383819025,85.67182835561637,219.48243943180762,58.58597183760935,115.14533779182985,19.607843137254903,33.82352941176471,39.705882352941174,18.409730615978262,39.924518986711895,0.0,0.6111388169362273,0.5779424820355002,0.24372126920519566,0.47477395688277046
pie_partition_raw_signal__competition_ridge,high_absolute,25,54,54.62640255320945,26.039576543917946,10.884485722498946,86.93255717010558,77.22766926975088,70.65861528381446,12.962962962962962,12.962962962962962,14.814814814814813,169.07638806975754,298.71130540041383,26.155777662548676,0.356458432166288,0.31717385857897873,-0.6649266554464999,0.18780502891143652
probability_weighted_band__raw,all89,89,246,55.56639006971799,30.962290541898902,12.966545633653057,61.499199310847295,74.46574152214085,74.82396605022586,8.536585365853659,10.975609756097562,14.227642276422763,51.617570188981496,109.79338705154582,1.3632718003822741,0.3645308055443897,0.3405118407131161,-0.01106889776322495,0.14690283552787686
probability_weighted_band__raw,low_grid64,64,192,64.78556698509017,36.86829059281861,18.615613062512864,76.894984690289,68.79770631704005,71.29397135947454,10.416666666666668,13.541666666666666,17.1875,8.806247131374958,19.1309311741923,0.0,0.5163871636877072,0.5122031392657989,-2.1337630797787877,0.3066049435163781
probability_weighted_band__raw,max100,64,192,64.78556698509017,36.86829059281861,18.615613062512864,76.894984690289,68.79770631704005,71.29397135947454,10.416666666666668,13.541666666666666,17.1875,8.806247131374958,19.1309311741923,0.0,0.5163871636877072,0.5122031392657989,-2.1337630797787877,0.3066049435163781
probability_weighted_band__raw,binary,21,42,26.21419880550613,4.593127444534858,1.1751767416045114,20.0,97.21004391258866,86.8514260361548,2.380952380952381,2.380952380952381,4.761904761904762,195.9327628617881,320.90283269582534,1.3632718003822741,0.23309659445875544,0.24475159764016555,-0.9435770859271215,0.05418091782602114
