wavenumber_cm-1,leaf_dq_median,leaf_dq_q25,leaf_dq_q75,leaf_dq_median_over_ink,leaf_dq_minus_control,leaf_tb1_median,leaf_tb1_q25,leaf_tb1_q75,leaf_tb1_median_over_ink,leaf_tb1_minus_control,leaf_thi2_median,leaf_thi2_q25,leaf_thi2_q75,leaf_thi2_median_over_ink,leaf_thi2_minus_control,cov3_median,cov3_q25,cov3_q75,cov3_median_over_ink,cov3_minus_control,leavesmix_median,leavesmix_q25,leavesmix_q75,leavesmix_median_over_ink,leavesmix_minus_control,leavesmix2peel_median,leavesmix2peel_q25,leavesmix2peel_q75,leavesmix2peel_median_over_ink,leavesmix2peel_minus_control,leavesmix2peel2_median,leavesmix2peel2_q25,leavesmix2peel2_q75,leavesmix2peel2_median_over_ink,leavesmix2peel2_minus_control
2807.85,49.3074,17.9921,81.8716,0.00276254,0.00105689,150.097,114.563,182.156,0.00717091,0.00546526,97.2073,79.2882,131.32,0.00636505,0.0046594,34.0728,3.21417,68.8753,0.00170565,0,107.155,72.6648,138.19,0.00963465,0.007929,138.322,113.091,172.827,0.0167951,0.0150895,97.3464,74.9656,132.845,0.00705565,0.00535
2809.40,53.2711,24.8537,73.9743,0.00298461,0.000667029,29.2614,-5.27271,54.9861,0.00139797,-0.000919619,67.8809,41.6912,92.6981,0.00444478,0.0021272,46.2971,26.3192,79.9915,0.00231758,0,102.689,74.0901,130.771,0.00923312,0.00691554,71.5861,51.4492,96.9597,0.00869207,0.00637448,68.1599,49.0724,96.6058,0.00494022,0.00262264
2810.95,76.7216,48.1085,99.9673,0.00429847,-0.00321276,37.5086,-5.93516,75.2595,0.00179198,-0.00571925,79.3733,49.7819,99.9796,0.00519729,-0.00231394,150.048,120.878,181.323,0.00751123,0,34.377,4.92904,67.932,0.00309095,-0.00442028,88.1986,56.5192,116.723,0.0107092,0.00319793,48.9831,18.8942,83.6619,0.00355029,-0.00396094
2812.50,181.169,150.097,202.621,0.0101504,0.00546876,83.2314,47.6842,120.464,0.00397639,-0.000705209,108.646,77.1718,138.512,0.00711405,0.00243246,93.5216,54.6775,122.736,0.0046816,0,92.5813,60.876,128.316,0.00832428,0.00364269,46.014,16.4302,76.8981,0.00558707,0.000905474,27.7315,-1.26386,53.0092,0.00200998,-0.00267162
2814.05,81.4672,45.7278,114.444,0.00456436,-0.000548125,57.9415,20.5896,91.7679,0.00276816,-0.00234432,90.9124,67.5514,121.452,0.00595286,0.000840381,102.129,76.7696,131.702,0.00511248,0,153.261,124.254,185.012,0.0137802,0.00866775,44.1724,13.2693,69.0941,0.00536346,0.000250976,123.668,86.9277,161.239,0.00896343,0.00385095
2815.60,128.339,95.8669,148.178,0.00719043,0.00292174,120.479,95.1461,149.478,0.00575591,0.00148722,96.9294,71.2814,123.509,0.00634685,0.00207817,85.2731,52.9722,108.76,0.00426869,0,112.86,83.5583,137.929,0.0101476,0.00587895,92.9748,63.3717,120.335,0.0112891,0.00702041,135.74,97.2668,168.695,0.00983842,0.00556973
2817.15,73.4306,47.4767,99.7706,0.00411409,-0.00405911,83.4789,30.9546,126.524,0.00398821,-0.00418498,69.2505,41.9101,103.786,0.00453446,-0.00363873,163.271,127.407,198.79,0.0081732,0,84.8057,48.7356,118.561,0.00762515,-0.000548043,107.594,76.5899,148.435,0.0130642,0.00489101,80.9004,33.8968,114.975,0.00586365,-0.00230954
2818.70,87.7512,46.994,119.493,0.00491643,0.00173663,111.252,82.0032,147.321,0.00531507,0.00213527,89.1599,61.7116,114.184,0.00583811,0.00265831,63.521,40.5153,91.8121,0.0031798,0,166.116,136.029,193.005,0.014936,0.0117562,96.167,64.6524,128.384,0.0116767,0.0084969,108.127,71.1654,137.914,0.00783704,0.00465725
2820.25,112.156,79.5871,133.104,0.00628377,0.000168567,81.9034,44.2243,118.57,0.00391294,-0.00220226,117.945,91.5581,141.745,0.00772293,0.00160773,122.16,88.2297,142.124,0.0061152,0,101.909,78.1334,130.646,0.009163,0.00304779,61.277,35.105,87.9158,0.00744032,0.00132511,65.5151,43.8042,98.0789,0.00474852,-0.00136668
2821.80,121.628,88.5756,147.17,0.00681446,0.00166457,129.513,101.44,158.923,0.00618749,0.0010376,117.928,90.0679,146.611,0.00772182,0.00257192,102.876,75.7692,137.14,0.00514989,0,27.0358,-3.70751,55.5219,0.00243087,-0.00271902,153.109,122.519,178.307,0.0185906,0.0134407,157.842,122.672,185.03,0.0114403,0.00629044
2823.35,128.16,103.797,160.609,0.00718041,0.00799793,54.7031,9.63561,83.0378,0.00261344,0.00343096,35.1671,-3.20205,82.1524,0.00230271,0.00312023,-16.331,-37.8179,18.7471,-0.000817515,0,87.0337,49.8786,125.229,0.00782548,0.00864299,-15.8136,-45.0648,17.1957,-0.0019201,-0.00110259,-0.657409,-37.3312,30.2186,-4.76489e-05,0.000769866
2824.90,149.493,118.687,176.762,0.00837565,0.00509328,124.592,97.5062,152.148,0.00595241,0.00267005,93.7028,64.5733,128.154,0.00613558,0.00285321,65.5699,44.8995,93.967,0.00328237,0,111.359,84.9609,142.363,0.0100126,0.00673026,65.2028,40.2561,91.7087,0.007917,0.00463463,60.9206,32.8587,86.2691,0.00441552,0.00113315
2826.45,91.3468,64.6825,120.167,0.00511788,-0.00149637,95.674,66.4446,124.568,0.00457084,-0.00204342,128.043,105.947,148.977,0.00838411,0.00176986,132.129,100.565,154.849,0.00661425,0,83.6406,53.4974,111.615,0.00752039,0.000906142,45.4993,21.5108,77.0886,0.00552457,-0.00108968,92.1617,64.267,130.157,0.00667987,6.56148e-05
2828.00,111.982,80.7253,147.553,0.00627398,0.00578638,47.4307,5.16982,89.1172,0.00226601,0.0017784,-26.7166,-54.128,8.03752,-0.00174938,-0.00223699,9.74064,-22.7924,46.7686,0.000487607,0,115.643,78.4035,162.105,0.0103978,0.00991022,-17.105,-44.2908,16.5561,-0.0020769,-0.00256451,151.897,108.483,194.62,0.0110095,0.0105219
2829.55,44.5391,18.1807,66.6117,0.00249539,-0.00079099,119.538,79.2179,147.636,0.00571092,0.00242454,178.948,149.511,207.27,0.0117174,0.00843097,65.6501,41.7974,97.1785,0.00328638,0,92.5829,63.0071,124.366,0.00832442,0.00503804,94.8782,60.6596,125.062,0.0115202,0.00823384,29.3735,-1.56627,55.0221,0.00212899,-0.00115739
2831.10,7.52074,-16.7589,35.1277,0.000421364,-0.00256994,123.81,91.3766,143.48,0.00591505,0.00292375,133.228,111.581,159.167,0.00872363,0.00573233,59.7555,37.8906,80.1619,0.0029913,0,54.9225,23.3487,77.9573,0.00493826,0.00194696,92.5821,67.0421,120.555,0.0112414,0.00825011,84.0085,60.9694,114.849,0.00608893,0.00309763
2832.65,113.542,90.631,132.268,0.0063614,0.00188391,120.137,88.0519,162.478,0.00573957,0.00126208,69.4305,31.0383,104.13,0.00454625,6.87607e-05,89.4443,61.9737,127.161,0.00447749,0,52.9692,23.7817,83.2842,0.00476263,0.000285145,87.753,60.0966,118.472,0.0106551,0.00617757,156.432,128.996,181.605,0.0113382,0.00686068
2834.20,78.5978,43.9712,102.484,0.00440359,0.000621352,136.183,97.713,155.439,0.00650614,0.0027239,53.7986,32.2376,77.4188,0.00352269,-0.000259556,75.5557,53.7974,114.813,0.00378224,0,31.2052,-0.206166,61.7189,0.00280576,-0.000976478,79.8561,49.2206,111.518,0.00969621,0.00591397,59.4175,20.8773,90.739,0.00430657,0.000524332
2835.75,100.198,80.3313,128.434,0.00561376,0.000931449,91.4397,71.3318,127.905,0.00436854,-0.000313774,76.198,54.9671,93.3857,0.00498938,0.000307064,93.5359,74.1717,121.761,0.00468231,0,104.795,79.4829,131.591,0.00942242,0.0047401,84.4028,58.2343,113.364,0.0102483,0.00556597,123.353,92.1214,156.599,0.00894062,0.00425831
2837.30,151.197,124.435,181.596,0.00847108,0.00316715,83.3982,52.8025,127.581,0.00398436,-0.00131957,142.181,111.032,178.013,0.00930992,0.00400598,105.954,78.6989,131.171,0.00530393,0,49.6932,15.5353,81.7192,0.00446807,-0.000835859,147.006,113.277,176.285,0.0178497,0.0125457,184.32,151.086,204.975,0.0133595,0.00805552
2838.85,47.2447,11.1106,92.3851,0.00264697,2.57223e-05,74.5279,31.2487,113.947,0.00356058,0.000939326,49.8598,13.9028,71.7534,0.00326478,0.000643527,52.3632,25.6862,87.5179,0.00262125,0,159.638,125.768,196.739,0.0143535,0.0117323,141.003,105.71,174.523,0.0171208,0.0144995,109.529,85.8951,149.924,0.00793867,0.00531742
2840.40,106.092,74.3751,133.271,0.00594399,0.00338541,152.492,124.414,186.728,0.0072853,0.00472673,73.6711,49.8064,99.8372,0.00482392,0.00226534,51.1112,22.0232,68.5275,0.00255858,0,55.5416,26.8703,79.9123,0.00499392,0.00243535,60.2255,33.5054,89.73,0.00731265,0.00475407,136.821,112.584,169.082,0.00991674,0.00735816
2841.95,135.369,106.831,163.722,0.0075843,0.00323024,88.7689,53.8783,123.229,0.00424094,-0.000113119,69.1912,42.9743,99.8454,0.00453058,0.00017652,86.9786,59.0517,110.008,0.00435406,0,55.1988,26.6012,82.8625,0.0049631,0.000609043,119.85,95.0319,145.002,0.0145523,0.0101983,135.673,106.228,164.557,0.00983358,0.00547952
2843.50,118.777,79.5231,141.803,0.00665472,0.000820857,79.1776,37.1814,118.728,0.00378271,-0.00205115,49.8348,23.0333,82.8027,0.00326314,-0.00257073,116.54,82.4058,147.33,0.00583387,0,174.034,140.42,204.406,0.0156479,0.00981406,120.952,88.8271,150.775,0.0146861,0.00885221,108.093,64.8574,143.892,0.00783459,0.00200073
2845.05,49.6122,26.7789,72.1912,0.00277962,-0.00231908,135.952,117.322,172.596,0.00649512,0.00139643,125.272,93.9341,151.79,0.0082027,0.003104,101.854,73.0042,128.967,0.0050987,0,211.115,178.186,243.215,0.018982,0.0138833,122.641,90.4945,152.368,0.0148912,0.00979254,117.657,77.6811,139.925,0.00852774,0.00342904
2846.60,92.0336,65.1376,124.192,0.00515636,0.00102898,135.905,100.865,164.756,0.00649286,0.00236549,109.621,79.7396,132.003,0.00717791,0.00305053,82.4502,63.5414,108.907,0.00412738,0,186.651,160.627,222.751,0.0167824,0.012655,66.3624,40.8363,91.3076,0.00805779,0.00393042,91.9663,66.3336,129.276,0.00666571,0.00253833
2848.15,154.63,125.748,192.444,0.00866341,0.00419545,78.4724,35.3585,110.343,0.00374903,-0.000718936,46.5708,17.5261,73.5783,0.00304942,-0.00141855,89.254,65.428,124.516,0.00446796,0,121.553,87.0466,155.262,0.0109292,0.00646122,97.9006,64.8177,128.627,0.0118872,0.00741923,133.997,109.838,168.415,0.00971205,0.00524409
2849.70,67.7669,41.4703,86.7723,0.00379677,0.000379245,38.5537,0.937913,75.4355,0.0018419,-0.00157562,53.8153,31.4319,91.0284,0.00352378,0.000106253,68.2699,43.0337,105.734,0.00341752,0,123.567,91.5165,151.581,0.0111103,0.00769281,154.86,123.146,182.358,0.0188032,0.0153857,85.8566,63.3799,110.846,0.00622288,0.00280535
2851.25,92.3052,64.7111,121.366,0.00517158,0.000125784,89.524,56.7012,124.104,0.00427701,-0.000768777,123.485,102.581,140.943,0.00808572,0.00303992,100.797,69.9279,129.707,0.00504579,0,51.8455,27.5445,77.2451,0.0046616,-0.000384193,118.641,90.685,145.115,0.0144055,0.00935973,90.92,67.0798,115.959,0.00658987,0.00154407
2852.80,78.8566,52.3032,110.979,0.00441809,0.000781305,63.214,31.1371,97.1487,0.00302006,-0.00061673,115.378,94.7449,135.93,0.00755482,0.00391803,72.65,50.9339,112.653,0.00363679,0,-0.76961,-23.8635,29.8336,-6.91981e-05,-0.00370598,88.4557,63.658,115.833,0.0107404,0.0071036,137.295,103.884,170.351,0.00995112,0.00631433
2854.35,101.024,69.909,137.104,0.00566007,-0.0027106,89.4385,56.3949,116.792,0.00427293,-0.00409774,73.649,41.0524,103.028,0.00482247,-0.00354819,167.216,133.227,203.245,0.00837067,0,137.156,100.544,169.952,0.0123322,0.0039615,80.2805,43.1276,113.459,0.00974774,0.00137707,161.289,126.69,208.996,0.0116902,0.00331956
2855.90,113.256,89.7314,145.68,0.00634536,0.0021468,148.968,114.754,174.407,0.00711698,0.00291842,134.243,113.261,151.95,0.00879013,0.00459158,83.8721,61.2756,114.476,0.00419855,0,60.8111,36.7311,86.8515,0.00546772,0.00126917,112.813,86.018,140.703,0.0136978,0.00949928,164.569,134.862,193.21,0.0119279,0.00772938
2857.45,121.999,85.021,150.562,0.00683524,0.00295665,119.511,95.3121,151.126,0.00570965,0.00183105,86.2168,55.6549,115.963,0.0056454,0.00176681,77.4804,51.6708,105.309,0.00387859,0,91.8739,55.7078,124.337,0.00826068,0.00438209,121.12,96.3695,146.661,0.0147065,0.0108279,119.748,90.0701,143.862,0.00867932,0.00480072
2859.00,85.977,46.1127,128.733,0.00481702,-0.00208191,180.801,138.233,227.283,0.00863781,0.00173888,43.2629,4.74034,83.8473,0.00283281,-0.00406611,137.816,104.761,173.683,0.00689893,0,139.321,104.832,172.598,0.0125268,0.00562786,111.835,78.4027,149.519,0.0135792,0.00668025,161.22,128.79,193.381,0.0116852,0.0047863
2860.55,132.467,106.628,162.002,0.00742173,0.00145614,95.8345,65.7624,142.718,0.0045785,-0.0013871,26.7397,3.17875,52.2437,0.00175089,-0.00421471,119.171,85.4018,151.329,0.0059656,0,176.033,148.557,205.895,0.0158277,0.00986207,158.989,133.263,188.419,0.0193046,0.013339,181.916,147.052,210.596,0.0131853,0.00721966
2862.10,161.044,140.295,184.158,0.00902279,0.0018409,96.3283,60.1259,125.463,0.00460209,-0.00257979,86.8403,61.8702,116.04,0.00568622,-0.00149566,143.468,107.335,170.46,0.00718188,0,156.227,125.489,188.086,0.0140468,0.00686496,93.9507,71.0106,118.397,0.0114076,0.00422571,193.715,169.603,237.209,0.0140405,0.00685858
2863.65,109.126,83.0268,139.052,0.00611399,0.00271779,101.934,67.8086,143.546,0.00486993,0.00147373,108.625,78.4564,142.524,0.00711265,0.00371646,67.8439,36.4045,90.7724,0.0033962,0,103.844,75.7443,142.307,0.00933698,0.00594078,148.687,119.65,176.313,0.0180537,0.0146575,115.499,83.4797,158.99,0.00837134,0.00497514
2865.20,144.645,109.607,173.87,0.00810404,0.00329867,101.932,72.1264,136.47,0.00486981,6.44421e-05,198.561,174.344,220.377,0.0130016,0.00819621,95.9941,70.332,128.003,0.00480537,0,155.98,124.234,188.836,0.0140246,0.00921927,142.725,113.214,168.957,0.0173298,0.0125244,177.338,146.207,210.937,0.0128534,0.00804803
2866.75,134.578,106.337,160.847,0.00754001,-0.00111677,135.486,103.344,158.872,0.00647287,-0.00218392,128.483,104.348,147.452,0.00841294,-0.00024385,172.932,147.27,196.607,0.00865679,0,55.0976,24.3609,82.4967,0.004954,-0.00370279,73.804,47.655,100.399,0.00896136,0.000304576,143.491,117.441,180.644,0.0104002,0.00174343
2868.30,155.652,124.875,180.903,0.00872069,0.001112,198.422,163.4,240.853,0.00947964,0.00187095,99.6357,70.2852,120.947,0.00652406,-0.00108464,151.994,118.21,179.492,0.00760869,0,161.171,128.034,195.156,0.0144914,0.00688268,118.785,85.7827,150.006,0.014423,0.00681427,207.048,167.801,240.124,0.0150068,0.00739809
2869.85,102.257,71.5683,154.381,0.00572916,0.000152922,149.174,97.6043,180.02,0.00712679,0.00155055,104.638,76.5437,140.313,0.00685158,0.00127534,111.393,85.2596,140.234,0.00557624,0,110.479,72.3632,146.394,0.00993351,0.00435727,72.8502,36.9526,103.067,0.00884555,0.00326931,215.781,184.477,244.268,0.0156398,0.0100636
2871.40,177.223,148.15,198.06,0.00992925,0.00231147,76.3653,52.7699,102.379,0.00364836,-0.00396942,99.3381,77.0953,136.005,0.00650457,-0.00111321,152.176,125.551,175.623,0.00761778,0,177.223,148.929,209.563,0.0159347,0.0083169,117.247,91.3037,141.687,0.0142362,0.00661842,202.216,170.613,232.638,0.0146566,0.00703877
2872.95,142.897,118.773,172.816,0.00800607,0.00444395,114.924,88.0852,142.387,0.00549051,0.00192839,115.972,91.592,143.783,0.00759377,0.00403164,71.1585,49.5878,97.0021,0.00356212,0,149.295,123.337,181.776,0.0134236,0.0098615,69.8129,43.4909,95.7534,0.00847676,0.00491464,178.036,153.532,210.18,0.012904,0.00934191
2874.50,189.556,142.192,227.463,0.0106202,0.00687967,218.201,169.197,258.095,0.0104246,0.00668399,61.0728,34.5618,103.035,0.00399899,0.000258425,74.7232,41.8949,114.087,0.00374057,0,115.757,79.6645,152.31,0.0104081,0.00666749,74.9222,40.2382,113.529,0.00909714,0.00535657,123.304,81.2295,156.851,0.00893706,0.00519649
2876.05,158.406,120.798,187.982,0.00887502,0.00212107,181.688,147.886,212.002,0.00868016,0.00192622,147.117,124.2,169.726,0.00963311,0.00287917,134.92,105.351,161.408,0.00675394,0,175.487,142.059,210.042,0.0157786,0.00902468,131.098,106.838,160.096,0.0159181,0.00916416,204.45,168.136,241.745,0.0148185,0.00806458
2877.60,186.378,152.114,213.635,0.0104422,0.00149403,92.9831,55.3465,118.88,0.00444227,-0.00450587,170.426,147.499,201.292,0.0111593,0.00221117,178.752,143.763,205.622,0.00894815,0,88.352,52.741,122.389,0.00794402,-0.00100413,102.446,78.5775,131.005,0.0124391,0.003491,119.568,90.8427,148.248,0.00866631,-0.000281839
2879.15,177.364,139.816,225.705,0.00993718,0.00630455,122.561,80.0937,163.066,0.00585537,0.00222275,154.277,101.814,179.061,0.0101019,0.00646927,72.5669,39.5246,107.805,0.00363262,0,91.3853,56.6035,131.537,0.00821675,0.00458412,77.2842,42.4129,107.779,0.00938393,0.00575131,167.462,123.783,202.19,0.0121376,0.00850499
2880.70,38.6635,16.8274,78.744,0.00216619,-0.00427428,216.617,188.271,258.947,0.0103489,0.0039084,157.002,135.633,187.119,0.0102804,0.00383989,128.658,94.1331,154.61,0.00644048,0,152.701,125.318,188.789,0.0137298,0.00728935,79.5857,49.8969,105.73,0.00966337,0.0032229,180.785,145.249,208.184,0.0131033,0.00666282
2882.25,124.188,89.9419,154.97,0.00695789,-6.40076e-05,123.421,93.3621,154.977,0.00589645,-0.00112545,161.4,134.103,190.126,0.0105683,0.00354644,140.273,106.514,174.443,0.0070219,0,153.362,119.374,192.565,0.0137892,0.00676734,99.507,71.4576,128.634,0.0120822,0.00506035,223.294,203.531,252.864,0.0161843,0.00916242
2883.80,174.661,134.703,205.113,0.00978571,0.00474884,77.9791,49.8649,106.592,0.00372546,-0.00131141,201.162,172.582,237.399,0.0131719,0.00813502,100.619,71.2596,126.219,0.00503687,0,102.897,70.6506,138.339,0.00925181,0.00421495,131.436,102.258,164.892,0.0159591,0.0109222,162.549,117.238,191.98,0.0117815,0.00674464
2885.35,203.51,174.95,238.442,0.011402,0.00466345,207.727,169.665,242.168,0.00992418,0.00318561,59.0376,25.8063,89.2126,0.00386573,-0.00287284,134.613,90.087,160.19,0.00673857,0,160.514,123.646,198.015,0.0144323,0.00769374,120.641,93.9278,151.403,0.0146484,0.00790985,175.504,146.28,205.385,0.0127205,0.00598194
2886.90,160.306,132.597,198.023,0.00898147,0.00347319,115.049,81.4396,151.961,0.00549648,-1.17925e-05,167.605,143.238,196.714,0.0109747,0.00546638,110.036,87.3957,138.029,0.00550827,0,140.205,110.187,174.258,0.0126063,0.00709801,83.2164,57.2274,112.609,0.0101042,0.00459595,262.125,234.632,288.755,0.0189988,0.0134905
2888.45,173.873,136.221,206.16,0.00974159,0.00257132,208.655,165.902,248.404,0.00996851,0.00279824,169.95,142.324,194.77,0.0111282,0.00395793,143.236,113.566,174.962,0.00717027,0,113.908,78.609,152.441,0.0102419,0.00307158,47.2979,14.8298,75.5771,0.00574296,-0.00142731,238.2,214.397,272.739,0.0172647,0.0100944
2890.00,162.929,126.125,197.863,0.0091284,0.00366806,146.328,123.58,186.871,0.00699082,0.00153049,192.656,155.355,228.304,0.0126149,0.0071546,109.078,81.7006,140.108,0.00546034,0,207.695,166.655,244.609,0.0186746,0.0132142,49.6241,18.6018,84.9711,0.00602542,0.000565078,200.549,164.282,236.728,0.0145357,0.0090754
2891.55,135.668,105.97,175.141,0.00760108,4.95729e-05,173.13,140.234,203.293,0.00827131,0.000719798,154.617,129.735,179.802,0.0101242,0.00257267,150.852,117.099,173.398,0.00755151,0,182.717,147.711,217.738,0.0164287,0.0088772,140.729,116.982,167.086,0.0170874,0.0095359,219.871,197.235,246.184,0.0159363,0.00838474
2893.10,174.143,137.834,205.792,0.00975667,0.000390644,157.203,111.301,193.256,0.00751039,-0.00185564,136.848,108.287,158.078,0.00896068,-0.000405349,187.1,159.414,222.594,0.00936603,0,142.218,101.625,179.223,0.0127873,0.00342124,119.298,93.9841,143.845,0.0144852,0.00511921,192.584,155.543,228.346,0.0139584,0.0045924
2894.65,274.423,231.027,304.25,0.0153751,0.00538661,120.42,74.8998,166.492,0.00575307,-0.0042354,130.704,99.8688,168.304,0.00855837,-0.0014301,199.534,166.76,236.313,0.00998847,0,164.311,127.707,213.548,0.0147737,0.00478524,174.753,144.935,208.06,0.0212186,0.0112302,180.35,133.78,213.111,0.0130717,0.00308327
2896.20,236.351,210.948,276.931,0.013242,0.0102901,230.515,198.743,260.252,0.0110129,0.00806092,188.143,159.878,216.218,0.0123194,0.00936748,58.9694,33.3958,86.0553,0.00295195,0,190.161,154.616,231.24,0.017098,0.0141461,112.879,88.1544,141.975,0.0137059,0.010754,183.163,150.864,203.478,0.0132757,0.0103237
2897.75,212.686,190.01,253.054,0.0119161,0.00402675,196.231,166.225,242.746,0.00937496,0.00148557,195.265,163.378,229.53,0.0127858,0.00489639,157.602,127.804,183.148,0.00788939,0,238.45,202.871,275.005,0.0214398,0.0135504,100.541,74.1974,130.184,0.0122078,0.00431842,263.996,238.766,293.986,0.0191344,0.011245
2899.30,141.072,100.098,193.542,0.00790381,0.00269143,180.431,142.654,240.384,0.00862009,0.00340771,126.871,85.3819,159.899,0.00830743,0.00309505,104.125,51.1792,135.205,0.00521238,0,176.612,135.103,224.208,0.0158798,0.0106674,100.783,66.6069,132.381,0.0122372,0.00702482,226.972,191.6,260.205,0.0164509,0.0112386
2900.85,155.147,123.024,189.764,0.0086924,0.00485385,137.872,102.411,170.834,0.00658686,0.00274831,159.39,137.167,184.257,0.0104367,0.00659819,76.6806,51.1547,111.587,0.00383855,0,191.206,154.629,233.263,0.0171919,0.0133534,78.5033,48.0043,106.221,0.00953196,0.0056934,225.01,185.048,250.186,0.0163087,0.0124701
2902.40,138.8,108.1,187.803,0.00777653,-0.00267762,210.688,177.875,245.187,0.0100656,-0.000388516,103.563,78.7206,131.844,0.00678119,-0.00367296,208.837,184.338,232.256,0.0104541,0,274.381,235.484,316.69,0.0246705,0.0142163,110.823,77.7685,140.544,0.0134562,0.00300204,258.748,227.464,291.304,0.018754,0.00829989
2903.95,174.786,139.77,213.793,0.00979271,0.00375714,148.349,116.127,194.217,0.00708741,0.00105184,168.464,139.662,192.345,0.0110309,0.00499528,120.569,89.3264,156.711,0.00603557,0,208.864,163.148,261.78,0.0187797,0.0127441,119.868,86.9616,154.79,0.0145545,0.00851891,136.049,96.5748,185.524,0.00986078,0.00382522
2905.50,196.913,160.605,233.312,0.0110324,0.00593218,227.035,189.726,268.477,0.0108466,0.00574634,242.299,208.895,271.308,0.0158655,0.0107652,101.885,72.6116,133.797,0.00510027,0,256.988,217.755,301.283,0.0231066,0.0180064,86.0314,57.3548,121,0.010446,0.00534575,239.811,216.21,271.708,0.0173815,0.0122812
2907.05,148.834,127.083,181.28,0.0083387,0.00274653,204.652,167.592,245.294,0.00977727,0.00418511,129.85,100.722,156.3,0.00850248,0.00291031,111.712,85.55,133.532,0.00559217,0,166.944,119.044,210.203,0.0150105,0.0094183,78.1992,54.0608,103.423,0.00949503,0.00390286,161.926,131.802,189.949,0.0117364,0.00614424
2908.60,171.159,139.902,208.245,0.0095895,0.00273225,168.12,118.604,209.617,0.00803194,0.00117468,178.531,147.377,212.452,0.0116901,0.0048328,136.983,106.221,174.857,0.00685725,0,186.741,133.945,233.052,0.0167905,0.00993323,144.812,116.97,181.311,0.0175832,0.0107259,139.738,107.608,172.838,0.0101282,0.00327091
2910.15,135.534,106.655,171.962,0.00759353,-0.000905323,136.655,101.142,169.843,0.0065287,-0.00197016,201.305,176.059,238.302,0.0131813,0.00468244,169.777,137.556,199.274,0.00849885,0,197.792,150.534,247.79,0.0177841,0.00928527,112.998,82.9743,146.125,0.0137203,0.00522147,107.887,77.319,136.286,0.00781963,-0.000679221
2911.70,173.192,145.02,201.852,0.00970343,0.00169456,154.695,120.482,194.3,0.00739058,-0.000618278,119.529,97.3318,149.607,0.00782667,-0.000182197,159.988,142.04,180.636,0.00800886,0,104.032,60.4481,154.251,0.00935383,0.00134496,150.505,126.77,179.608,0.0182745,0.0102656,109.277,82.3488,132.976,0.0079204,-8.84634e-05
2913.25,155.138,104.024,202.462,0.00869188,-0.00292612,81.8346,56.6307,130.887,0.00390965,-0.00770835,179.287,141.719,214.828,0.0117395,0.000121527,232.086,204.413,263.633,0.011618,0,76.9726,33.7771,140.174,0.00692085,-0.00469715,196.965,159.886,229.481,0.0239157,0.0122977,266.02,225.509,309.894,0.0192811,0.00766308
2914.80,175.003,139.039,207.271,0.00980488,0.00448289,198.767,156.815,229.369,0.0094961,0.00417411,152.576,110.697,180.846,0.00999055,0.00466856,106.314,79.6583,138.191,0.00532199,0,119.528,65.737,169.75,0.0107471,0.00542513,70.2908,39.3546,102.741,0.00853478,0.00321279,153.489,128.654,190.91,0.0111249,0.0058029
2916.35,165.209,122.906,193.214,0.00925615,0.00235641,133.472,97.7868,167.818,0.00637666,-0.000523079,151.608,130.753,184.345,0.00992715,0.00302742,137.832,114.691,164.225,0.00689974,0,207.439,154.838,262.114,0.0186515,0.0117518,119.712,92.1514,152.405,0.0145356,0.00763586,218.979,192.302,257.037,0.0158715,0.00897181
2917.90,139.966,101.483,178.656,0.00784184,-0.0042199,173.662,136.647,206.576,0.00829671,-0.00376502,116.009,88.6551,146.75,0.00759616,-0.00446557,240.95,208.706,266.953,0.0120617,0,199.351,151.257,249.714,0.0179243,0.00586254,127.857,98.0749,161.905,0.0155245,0.00346277,221.316,197.592,250.696,0.0160409,0.00397922
2919.45,119.378,84.316,159.692,0.0066884,0.00567201,243.767,201.048,277.834,0.011646,0.0106296,150.26,125.908,187.207,0.0098389,0.00882251,20.3039,-10.2566,70.7132,0.00101639,0,245.308,202.378,301.165,0.0220565,0.0210401,117.552,87.1789,152.947,0.0142732,0.0132568,220.891,184.054,258.706,0.0160102,0.0149938
2921.00,211.223,185.341,237.624,0.0118342,0.00193685,141.494,109.596,175.997,0.00675988,-0.00313745,154.186,121.196,182.605,0.0100959,0.000198614,197.713,180.572,225.287,0.00989733,0,207.593,153.684,266.399,0.0186654,0.00876805,119.749,92.7829,143.678,0.0145401,0.00464273,231.3,207.431,254.968,0.0167646,0.00686725
2922.55,221.511,191.124,250.294,0.0124106,0.00292701,215.158,183.462,253.708,0.0102792,0.000795667,111.061,89.5897,160.739,0.00727218,-0.00221136,189.447,161.44,219.935,0.00948354,0,265.174,207.083,322.557,0.0238427,0.0143591,90.7852,59.9184,124.322,0.0110232,0.00153969,170.189,139.932,195.502,0.0123352,0.00285171
2924.10,182.772,138.521,218.849,0.0102402,0.00403484,208.155,160.87,243.246,0.00994461,0.00373928,158.612,131.797,187.22,0.0103858,0.00418043,123.96,96.6121,156.151,0.00620532,0,101.46,48.0358,167.261,0.00912264,0.00291731,141.281,110.119,179.506,0.0171545,0.0109492,131.914,100.675,179.998,0.00956114,0.00335582
