DQ_pct_X,TBZ_pct_Y,THI_pct_Z,accuracy_pls_Z2
80,6,14,0.316
80,8,12,0.3189
80,10,10,0.3217
80,12,8,0.3256
80,14,6,0.3335
80,16,4,0.3501
80,18,2,0.3813
80,20,0,0.4302
82,0,18,0.3086
82,2,16,0.2992
82,4,14,0.301
82,6,12,0.3025
82,8,10,0.3002
82,10,8,0.2951
82,12,6,0.29
82,14,4,0.2891
82,16,2,0.2982
82,18,0,0.3291
84,0,16,0.3016
84,2,14,0.3023
84,4,12,0.3035
84,6,10,0.298
84,8,8,0.286
84,10,6,0.2709
84,12,4,0.2572
84,14,2,0.2502
84,16,0,0.2582
86,0,14,0.3238
86,2,12,0.3231
86,4,10,0.3152
86,6,8,0.2975
86,8,6,0.2742
86,10,4,0.2507
86,12,2,0.2331
86,14,0,0.2286
88,0,12,0.3563
88,2,10,0.3486
88,4,8,0.3266
88,6,6,0.2959
88,8,4,0.2638
88,10,2,0.2367
88,12,0,0.2217
90,0,10,0.3877
90,2,8,0.3658
90,4,6,0.3297
90,6,4,0.2908
90,8,2,0.2554
90,10,0,0.2302
92,0,8,0.3991
92,2,6,0.3652
92,4,4,0.3242
92,6,2,0.2843
92,8,0,0.2515
94,0,6,0.3912
94,2,4,0.3551
94,4,2,0.3157
94,6,0,0.2799
96,0,4,0.3784
96,2,2,0.3436
96,4,0,0.3086
98,0,2,0.3654
98,2,0,0.3338
100,0,0,0.3543
