raman_shift_cm-1,compound,normalized_abs_IG,within_10cm-1_of_VIP
1594.2,DQ,0.11461209,0
1595.75,DQ,0.12787299,0
1597.3,DQ,0.24927282,0
1598.85,DQ,0.11962236,0
1600.4,DQ,0.42097467,0
1601.95,DQ,0.048755635,0
1603.5,DQ,0.31271192,0
1605.05,DQ,0.032418035,0
1606.6,DQ,0.1528071,0
1608.15,DQ,0.0959877,0
1609.7,DQ,0.030774128,0
1611.25,DQ,0.14711766,0
1612.8,DQ,0.0034503706,0
1614.35,DQ,0.01461193,0
1615.9,DQ,0.13420826,0
1617.45,DQ,0.1929744,0
1619,DQ,0.0059404671,0
1620.55,DQ,0.0058211526,0
1622.1,DQ,0.06432078,0
1623.65,DQ,0.072436862,0
1625.2,DQ,0.030477069,0
1626.75,DQ,0.11520228,0
1628.3,DQ,0.13692468,0
1629.85,DQ,0.025620421,0
1631.4,DQ,0.085790902,0
1632.95,DQ,0.0067562284,0
1634.5,DQ,0.032393746,0
1636.05,DQ,0.015746478,0
1637.6,DQ,0.017365934,0
1639.15,DQ,0.0026969961,0
1640.7,DQ,0.012610623,0
1642.25,DQ,0.0042591998,0
1643.8,DQ,0.0014331468,0
1645.35,DQ,0.0022672964,0
1646.9,DQ,0.0019930764,0
1648.45,DQ,0.0016396801,0
1650,DQ,0.0017796063,0
1651.55,DQ,0.0013399486,0
1653.1,DQ,0.0029762918,0
1654.65,DQ,0.0027865863,0
1656.2,DQ,0.00057685503,0
1657.75,DQ,0.0010990448,0
1659.3,DQ,0.00014763826,0
1660.85,DQ,0.00053084042,0
1662.4,DQ,0.0011935474,0
1663.95,DQ,0.00012150601,0
1665.5,DQ,0.00054955063,0
1667.05,DQ,0.00095543684,0
1668.6,DQ,0.0018357936,0
1670.15,DQ,0.00079562218,0
1671.7,DQ,0.0014307015,0
1673.25,DQ,0.0042359973,0
1674.8,DQ,0.0096081365,0
1676.35,DQ,0.0038007859,0
1677.9,DQ,6.4245221e-05,0
1679.45,DQ,0.011296877,0
1681,DQ,0.01288343,0
1682.55,DQ,0.00023693217,0
1684.1,DQ,0.0019229192,0
1685.65,DQ,0.0066582351,0
1687.2,DQ,0.0069451048,0
1688.75,DQ,0.009030086,0
1690.3,DQ,0.0087082321,0
1691.85,DQ,0.0011216162,0
1693.4,DQ,0.011382597,0
1694.95,DQ,0.0070695546,0
1696.5,DQ,0.0047366079,0
1698.05,DQ,0.0012614285,0
1699.6,DQ,0.0022514954,0
1701.15,DQ,0.001178191,0
1702.7,DQ,0.005503919,0
1704.25,DQ,0.0054012565,0
1705.8,DQ,0.0058777877,0
1707.35,DQ,0.010573852,0
1708.9,DQ,0.015860558,0
1710.45,DQ,0.0084955823,0
1712,DQ,0.0066545801,0
1713.55,DQ,0.015885333,0
1715.1,DQ,0.0013596112,0
1716.65,DQ,0.0081995754,0
1718.2,DQ,0.0098099643,0
1719.75,DQ,0.011179278,0
1721.3,DQ,0.0084913876,0
1722.85,DQ,0.011891128,0
1724.4,DQ,0.018691003,0
1725.95,DQ,0.033154991,0
1727.5,DQ,0.039493587,0
1729.05,DQ,0.026891178,0
1730.6,DQ,0.0061160969,0
1732.15,DQ,0.033508796,0
1733.7,DQ,0.015087407,0
1735.25,DQ,0.011148266,0
1736.8,DQ,0.041356344,0
1738.35,DQ,0.051230326,0
1739.9,DQ,0.044381808,0
1741.45,DQ,0.012913946,0
1743,DQ,0.0021861454,0
1744.55,DQ,0.042501606,0
1746.1,DQ,0.04219861,0
1747.65,DQ,0.041744415,0
1749.2,DQ,0.001599092,0
1750.75,DQ,0.018152161,0
1752.3,DQ,0.046806648,0
1753.85,DQ,0.0030850654,0
1755.4,DQ,0.032152917,0
1756.95,DQ,0.062603958,0
1758.5,DQ,0.069096863,0
1760.05,DQ,0.065322258,0
1761.6,DQ,0.066699669,0
1763.15,DQ,0.044136733,0
1764.7,DQ,0.007530205,0
